7	SN
한	MM
머리띠	NNP
탕가	NNP
해당	NNG
ㄹ려	EC
팬츠	NNG
소독	NNG
포장	NNG
모기	NNP
ㄹ	ETM
도어	NNP
손질	NNG
차코	NNP
통	MAG
가로	NNP
정확히	MAG
광고	NNG
산	NNG
오지	NNP
디	NNP
제각각	MAG
꾸리	VV
았었	EP
아니	MAG
려던	ETM
만약	NNG
소	NNP
육천	NR
털이	NNG
부르	VV
자동	NNG
우산	NNG
혹	MAG
요가	NNP
조이스	NNP
낙지	NNP
검정말	NNP
롱	NA
반드시	MAG
달라지	VV
거든	EC
최근	NNG
여름	NNG
파일	NNP
오버핏	NA
늘	VV
빗	VV
녹십자	NNP
커서	NNP
거실	NNG
최저	NNG
ㄹ려면	EC
더니	EF
벌	NNG
시키	XSV
계통	NNG
25	SN
평소	NNG
개	NNB
프로	NNP
산이	NNP
더라구요	EC
바	NNB
걸리	VV
왼쪽	NNG
신상	NNG
지도	NNP
되	VV
평상시	NNG
블라우스	NNP
아웃	NNP
원단	NNP
화사	XR
ㅇㅇ쇼핑보고	NA
은행	NNG
배달	NNG
감	NNG
나요	EC
수육	NNG
울	VV
사이즈	NNG
뒤축	NNG
실버	NNP
송기	NNP
원하	VV
우선	MAG
마늘	NNP
세탁소	NNG
연고	NNG
ㅇㅇ쇼핑에는	NA
무엇	NP
많	VA
높	VA
매직	NNP
뚱뚱	XR
별	MM
을지	EC
전화	NNP
멜빵	NNG
45	SN
미오	NNP
지아	NNP
갖	VV
95	SN
스무	MM
따로따로	MAG
상	NNG
분명히	MAG
엠보다	NA
글쎄	IC
가져다주	VV
지	EF
쓰리	NNG
같애서요.	NA
궁금	XR
서	EF
핸드	NNP
슬립	NNP
걱정	NNG
예	NNG
오	NR
뽀송이라고	NA
아니	VCN
이십	NR
가지	VV
죠	EC
으시	EP
메디아	NNP
말	VV
코트	NNG
녹음	NNG
온	NNP
미안	XR
렌즈	NNP
젤	NNG
음	ETN
아놀드	NNP
칠월	NNG
무슨	MM
국물	NNG
구천	NNP
시	NNB
갈비	NNP
귀찮	VA
앱을	NA
새롭	VA
펴	VV
오예	NNP
센터	NNG
사주	NNP
멍	NNG
비요	NNP
헤어	NNG
화가	NNG
모두	MAG
고동색	NNG
층	XSN
늘어나	VV
폴로 셔츠	NNP
처럼	JKB
연한	NNG
전동 칫솔	NNP
타일	NNP
요건	NNG
사월	NNP
뾰족	MAG
감사	NNG
근육통	NNP
얼마나	MAG
에다	JKB
모피	NNP
수취	NNG
어다	EC
가족	NNG
매진	NNG
발	NNG
영	MAG
여성화	NNP
이내	MAG
이기	NNP
좁	VA
멫이고	NA
원피스	NNG
커브	NNG
ㄴ데요	EC
얼마	NNG
에이알에스로	NA
그저께	NNG
일주일	NNP
지	VX
건	EC
외	NNG
창	NNG
히려구요.	NA
ㅇㅇㅇ이요,	NA
곤	NNP
부엉이	NNP
앱으로	NA
콜	NNP
나	VV
기요	EF
카	MAG
사람	NNG
자세히	MAG
설	NNB
오인	NNP
팔만	NR
아유	IC
리츠	NNP
양면	NNG
그지	IC
젊	VA
운동화	NNP
동영상	NNP
심플	NNP
두껍	VA
다	EC
작아지	VV
카키색	NNP
워싱팬츠	NA
각각	MAG
넘	VV
틀리	VV
그쪽	NP
양쪽	NNG
에이	IC
번	NNB
더비	NNP
105	NNP
ㅇㅇㅇ을	NA
ㅇㅇ	NA
어요	EF
바지	NNP
그럼	IC
더니	EC
35	NNP
삽	NNG
모바일 결제	NNP
제거	NNG
대인	NNP
이거	NP
희	VA
칠칠	XR
정도	NNG
중요	XR
구나	EF
선전	NNG
제	XPN
6	SN
관리	NNG
똑깥나요?	NA
확정	NNG
ㄴ다고	EC
바뀌	VV
업무	NNG
니	EC
분홍	NNP
카키	NNG
미디움라지는	NA
브라운	NNP
등급	NNG
판단	NNG
ㅇ	NA
아디다스	NNP
덜	VV
납부	NNG
하나	NNP
220	SN
전	NNP
똑같이	MAG
하지만	MAJ
발부	NNG
할라	NNP
여하튼	MAG
라지	EC
체질	NNG
액세서리	NNP
카디건	NNP
세트	NNG
영수증	NNP
소리	NNG
무	NNP
더니만	EC
물걸레	NNG
어서요	EF
트	VV
다섯	NR
허리둘레	NNG
사정	NNG
ㄹ건데	EF
이거	NNP
부분	NNG
형	XSN
까지	JX
사골	NNP
가깝	VA
시공	NNG
여전히	MAG
ㄴ다니까	EC
얇	VA
종근당	NNP
팜스프링스	NNP
조금	MAG
이로	NNP
걸맀는	NA
으려면	EC
방송	NNG
총	MM
색깔	NNG
게든	EC
정찰	NNP
끼	VV
등산화	NNG
오렌지색	NNG
박	NNP
어야지	EC
단순	XR
이천원	NNP
다가	EC
함께	MAG
웨빙	NA
굵	VA
양	MM
미숫가루	NNP
파마	NNP
해서	NNP
송해	NNP
타이	NNP
매이	VV
열흘	NNG
죄	NNG
수요일	NNP
욕실	NNP
휴대폰	NNG
팬티	NNG
면서	EC
수고	NNG
여자	NNG
할거	NNG
ㅇㅇㅇ은	NA
ㅇㅇ을	NA
주중	NNG
L	SL
ㅇㅇㅇ동	NA
다르	VA
잔틴	NNP
같애서	NA
불가	NNG
원인	NNG
로얄	NNG
언제	MAG
엄마	NNG
없	VA
상품	NNG
노트북	NNP
일	VV
가	VX
냐고요	EF
라면	NNP
자석	NNP
회색	NNP
때문	NNB
슈퍼	NNP
점잖	VA
아무	MM
무료	NNP
파	NNG
마스터즈	NA
저녁	NNG
복	NNG
둘	NR
애요	EF
비하	VV
염색약	NNG
ㄹ게요	EC
목선	NNG
자켓을	NA
이제	MAG
장난	NNG
다지기	NNG
마니	NNP
날	NNG
깔	VV
커버	NNP
만원	NNP
상담원	NNG
아야죠	EF
상하	NNG
안녕하십니까	NNP
ㄹ려구요	EF
이건	NNP
전부	NNG
을	ETM
사이고	NNP
애	NNG
어머님	NNG
사용	NNG
의자	NNP
발생	NNG
폰	NNP
나이키	NNP
왕복	NNG
사장	NNG
미디움이면	NA
착용감	NNG
m	SL
신축	NNG
255	NNP
진열	NNG
에이알에스	NA
ㄴ다	EC
수면	NNP
몇	MM
성인	NNG
비	XPN
어요	EC
애플	NNP
지금	NNG
보이	VV
계좌	NNG
아무래도	MAG
M	SL
고	EF
넘	NNG
클리너	NNG
한꺼번에	MAG
맨투맨	NNP
약지	NNG
한	NNP
위하	VV
주소	NNG
길이	NNP
치료기	NNG
더러워지	VV
통하	VV
네	EC
아버님	NNG
킹	NNP
두	VV
마스크	NNP
색도	NNP
그럼요	IC
부	XPN
얼룩	NNG
인	NNG
별루	MAG
오르	VV
ㄴ다는데	EC
발등	NNG
이상	NNG
엉망	NNG
앵	NNG
곤색	NNG
안	MAG
끝	NNG
오천	NNP
털	NNG
원도	NNP
10	SN
통화	NNG
장	NNP
35	SN
250	SN
구두	NNP
어울리	VV
우	NNP
지나가	VV
블라키	NA
팔십	NR
개봉	NNG
이만	NNP
상	XSN
단위	NNG
짙은	NNP
14	SN
ㅇㅇㅇ를	NA
행사	NNG
곧	MAG
명절	NNP
에그	NNP
동안	NNG
건조기	NNP
금액	NNG
다는	ETM
가져오	VV
제	XSN
지	VV
즉시	MAG
오랑	NNP
필드	NNG
서	VV
외출	NNG
데님	NNP
실례	NNG
일일	NNG
커피	NNG
가방	NNG
실제로	MAG
트레킹	NNG
중형	NNG
지연	NNP
러	EC
당	NNP
유형	NNG
이왕이면	MAG
하루	NNG
잠깐	MAG
게끔	EC
선호	NNG
전혀	MAG
나오	VV
비싸	VA
구요	EF
특이	XR
백일	NNG
버건디	NNP
90	SN
신기	VV
속옷	NNP
세번	NNP
아서	EC
밴드	NNP
소액	NNG
육백	NNP
방법	NNG
선풍기	NNP
언니	NNG
지로	NNP
화요일	NNP
육	NNG
뚜껑	NNG
마랑	NNP
걷	VV
ㄹ	JKO
은데	EF
안경	NNP
지인	NNP
끌	VV
어제	NNP
니트	NNP
처리	NNP
조수석	NNG
뿌리	NNG
뭘	IC
많이	MAG
어딨어요?	NA
신규	NNG
회사	NNP
ㄹ래요	EF
려는데	EC
리	NNB
뿐	JX
빨	VV
소재	NNG
구입	NNG
엘에이	NNP
어린이날	NNP
해피	NNP
이종	NNP
굴	NNG
별로	MAG
어떻하	VV
그러	VV
이용	NNG
단추	NNP
아무리	MAG
차지	NNG
이상	XR
진공 청소기	NNP
해당	NNP
원요	NNP
ㄴ	ETM
일	NNG
포장	NNP
아래	NNG
이	VV
스카프	NNP
고요	EF
평균	NNG
ㄹ려고	EC
아버지	NNG
캠퍼스	NNP
까맣	VA
현대카드	NNP
원래	NNG
아저씨	NNG
부족	NNG
칼라	NNP
새로	MAG
테이블	NNP
내	VV
이백	NNP
세	VV
잭	NNP
ㅇㅇㅇ호.	NA
큰거랑	NNP
어둡	VA
주문	NNG
월요일	NNG
균	NNG
요	JX
게	EF
이사	NNG
지난번	NNG
면	EC
개런티	NNG
인기	NNG
산거	NNG
미디움이죠?	NA
스트립	NNP
자꾸	MAG
남	NNP
크로스	NNP
고	EC
알	VV
연청	NNG
신상	NNP
신주머니	NNG
잇	VV
최대한	NNG
열쇠	NNP
돈	NNG
마다	JX
음성	NNG
245	SN
여쭈	VV
예전	NNG
금방	MAG
블루	NNG
엔젤	NNP
노랗	VA
병원	NNG
행	NNB
나가	VV
매장	NNG
쓰레빠	NA
30	SN
팔로	NNP
운동	NNG
식	NNB
쓸	VV
해결	NNG
피부	NNG
습니까	EF
ㅇㅇ쇼핑	NA
이랑	NNP
이틀	NNG
작	VA
이식	NNP
돼지	NNP
다리미	NNP
라고요	EF
든지	EC
ㄴ데	EF
버튼	NNP
가격	NNG
송	NNG
라는데	EF
하나에	NNP
열	NR
카드	NNG
그거	NP
에	NNG
놀라	VV
세일	NNP
OOOO	SL
루	NNG
던데	EF
균일	NNG
티	NNG
제로	NNP
핸드폰	NNP
37	SN
의	JKG
최고	NNG
용지	NNG
얘기	NNG
쪼	VV
벗겨지	VV
코트	NNP
컴	NNG
잘못	MAG
제일	NNG
침대	NNP
지	NNG
ㅇㅇㅇ이구요.	NA
점보	NNG
ㄹ지	EC
밥솥	NNP
굽이	NNG
구요	EC
센터	NNP
냉동실	NNG
!	SF
수리비	NNG
가장	MAG
천천히	MAG
팔사	NNP
그렇	VA
잠바	NNG
어서	MAG
불편	NNG
해달	NNP
저희	NP
기능	NNG
는다는	ETM
앤드	NNP
외	NNB
을까요	EC
이나	JX
기본	NNG
음질	NNG
제품	NNG
말라	NNP
포트	NNP
자기	NP
평	NNB
요금	NNG
센티미터	NNB
정	NNG
점원	NNG
에스	NA
확인	NNG
질기	VA
내의	NNG
페이	NNP
시간	NNG
인치	NNB
잘	MAG
구	EC
ㄹ래요	EC
부재	NNG
ㅂ니다	EF
체험	NNG
원피스	NNP
보통	MAG
께서	JKS
남방	NNP
따로	MAG
도깨비	NNP
사이트	NNG
멀티	NNP
화려	XR
려나	EF
파랑색	NNG
내면	NNP
올라오	VV
안와	NNP
곤란	NNG
바로크	NNP
이상일	NNP
어떻	VA
말씀	NNG
방금	MAG
않	VX
센티미터	NNP
고기	NNG
거도	NNP
이	JKS
요번	NNG
삼월	NNP
수	NNB
가요	NNP
인치	NNP
올	NNG
아테네	NNP
와이프	NNG
40	SN
오른쪽	NNG
4	SN
입장	NNG
부러지	VV
ㄴ다면	EC
두	MM
조명	NNP
팩	NNG
으려나	EF
달쏭해서	NA
여러	MM
모노톤	NNG
맡아보	VV
레깅스	NNP
게	EC
타요	NNP
심해	NNP
다예	NNP
사와	NNP
하루만	NNP
세	NNG
보라색	NNG
침구	NNP
퇴치	NNG
는다고	EC
스도	NNP
17	SN
분이	NNP
워크	NNG
는고	EF
더라구요	EF
카	VV
진제	NNP
정확	XR
품	NNB
정도	NNP
선전	NNP
오로 주	NNP
기다리	VV
편	NNB
5000	SN
메	VV
비슷	XR
어차피	MAG
보	VX
하네	NNP
올리	VV
7000	SN
같	VA
부서지	VV
보호	NNG
ㄹ텐데	EC
후	NNG
으	NNG
걸리	NNP
통	NNG
돼죠?	NA
기준	NNG
견	NNG
놓	VX
음	NNG
라니까요	EF
ㅇㅇ박스	NA
습니까	EC
문의	NNG
음	IC
분	NNB
남녀	NNG
유산	NNP
오차	NNP
백금	NNP
어떻해요?	NA
가	JKS
가지	NNB
시서스	NA
ㄴ다고요	EF
미만	NNG
떨어지	VV
꽃무늬	NNG
개수	NNG
말	NNB
아주	MAG
오십	NR
바늘	NNP
듯	NNB
결제	NNG
죠	EF
던데	EC
송도	NNP
갈치	NNP
알아보	VV
쓰	VV
사구	NNP
임페리얼	NNG
그래	IC
스판	NNP
밤색	NNG
가	NNG
한쪽	NNG
찌	NNG
흑갈색	NNG
업	NNG
하얀색	NNG
장갑	NNP
무스	NNP
가지	NNP
저	MM
색인	NNP
내일	NNG
본체	NNG
ㅂ니다만	EC
닫	VV
보니	NNP
초	XPN
올	MM
아	IC
떡	NNG
랑	JKB
적히	VV
발목	NNG
캠프	NNP
피	NNG
십	NR
사인	NNP
한참	NNG
파란색	NNG
ㄹ게	EC
팬티	NNP
알리	VV
구찌	NNP
까	VV
나	NP
상의	NNG
아우터	NNG
레그웨어	NNG
안경테	NNG	
강추	NNG
